Drug A,Drug B,Strain,Bliss Score,p-value,Interaction Type,Drug A Inchikey,Drug B Inchikey,Specie,Drug Pair
fosfomycin,trimethoprim,bacillus subtilis,-0.1121,0.0015049219715709,synergy,YMDXZJFXQJVXBF-STHAYSLISA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,bacillus subtilis,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fusidic acid,trimethoprim,bacillus subtilis,0.1122,0.0015049219715709,antagonism,IECPWNUMDGFDKC-MZJAQBGESA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,bacillus subtilis,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'IEDVJHCEMCRBQM-UHFFFAOYSA-N')"
fusidic acid,tedizolid,bacillus subtilis,-0.1312,0.0015049219715709,synergy,IECPWNUMDGFDKC-MZJAQBGESA-N,XFALPSLJIHVRKE-GFCCVEGCSA-N,bacillus subtilis,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'XFALPSLJIHVRKE-GFCCVEGCSA-N')"
gentamicin,puromycin,bacillus subtilis,-0.2039,0.0015049219715709,synergy,CEAZRRDELHUEMR-UHFFFAOYSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,bacillus subtilis,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')"
gentamicin,rifampicin,bacillus subtilis,0.2247,0.0027507183056528,antagonism,CEAZRRDELHUEMR-UHFFFAOYSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,bacillus subtilis,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
gentamicin,streptomycin,bacillus subtilis,-0.1702,0.0483750821704978,synergy,CEAZRRDELHUEMR-UHFFFAOYSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,bacillus subtilis,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
gentamicin,trimethoprim,bacillus subtilis,-0.2014,0.0015049219715709,synergy,CEAZRRDELHUEMR-UHFFFAOYSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,bacillus subtilis,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'IEDVJHCEMCRBQM-UHFFFAOYSA-N')"
gentamicin,triclosan,bacillus subtilis,-0.1695,0.0015049219715709,synergy,CEAZRRDELHUEMR-UHFFFAOYSA-N,XEFQLINVKFYRCS-UHFFFAOYSA-N,bacillus subtilis,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'XEFQLINVKFYRCS-UHFFFAOYSA-N')"
gentamicin,tedizolid,bacillus subtilis,0.2277,0.0276905642769056,antagonism,CEAZRRDELHUEMR-UHFFFAOYSA-N,XFALPSLJIHVRKE-GFCCVEGCSA-N,bacillus subtilis,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'XFALPSLJIHVRKE-GFCCVEGCSA-N')"
cephalexin,imipenem,bacillus subtilis,-0.1038,0.0179215580979973,synergy,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,bacillus subtilis,"('ZAIPMKNFIOOWCQ-UEKVPHQBSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
imipenem,lincomycin,bacillus subtilis,0.1629,0.0015049219715709,antagonism,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,bacillus subtilis,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
imipenem,pseudomonic acid,bacillus subtilis,0.1205,0.0027507183056528,antagonism,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,MINDHVHHQZYEEK-HBBNESRFSA-N,bacillus subtilis,"('MINDHVHHQZYEEK-HBBNESRFSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
imipenem,streptozotocin,bacillus subtilis,-0.1378,0.0027507183056528,synergy,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,bacillus subtilis,"('ZSJLQEPLLKMAKR-GKHCUFPYSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
imipenem,tedizolid,bacillus subtilis,0.2104,0.0039683929696202,antagonism,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,XFALPSLJIHVRKE-GFCCVEGCSA-N,bacillus subtilis,"('XFALPSLJIHVRKE-GFCCVEGCSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
cephalexin,trimethoprim,bacillus subtilis,0.1134,0.0015049219715709,antagonism,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,bacillus subtilis,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'ZAIPMKNFIOOWCQ-UEKVPHQBSA-N')"
lincomycin,linezolid,bacillus subtilis,0.1584,0.0015049219715709,antagonism,OJMMVQQUTAEWLP-KIDUDLJLSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,bacillus subtilis,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
lincomycin,nitrofurantoin,bacillus subtilis,0.1627,0.0470851700255076,antagonism,OJMMVQQUTAEWLP-KIDUDLJLSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,bacillus subtilis,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'OJMMVQQUTAEWLP-KIDUDLJLSA-N')"
lincomycin,trimethoprim,bacillus subtilis,-0.2313,0.0015049219715709,synergy,OJMMVQQUTAEWLP-KIDUDLJLSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,bacillus subtilis,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'OJMMVQQUTAEWLP-KIDUDLJLSA-N')"
linezolid,tedizolid,bacillus subtilis,-0.1875,0.0027507183056528,synergy,TYZROVQLWOKYKF-ZDUSSCGKSA-N,XFALPSLJIHVRKE-GFCCVEGCSA-N,bacillus subtilis,"('TYZROVQLWOKYKF-ZDUSSCGKSA-N', 'XFALPSLJIHVRKE-GFCCVEGCSA-N')"
miconazole,pyocyanin,bacillus subtilis,-0.0752,0.0435869993247589,neutral,BYBLEWFAAKGYCD-UHFFFAOYSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,bacillus subtilis,"('BYBLEWFAAKGYCD-UHFFFAOYSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
miconazole,trimethoprim,bacillus subtilis,0.0906,0.025232056233629,neutral,BYBLEWFAAKGYCD-UHFFFAOYSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,bacillus subtilis,"('BYBLEWFAAKGYCD-UHFFFAOYSA-N', 'IEDVJHCEMCRBQM-UHFFFAOYSA-N')"
mitomycin c,novobiocin,bacillus subtilis,-0.1168,0.005127882273501,synergy,NWIBSHFKIJFRCO-WUDYKRTCSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,bacillus subtilis,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
mitomycin c,rifampicin,bacillus subtilis,0.1549,0.025232056233629,antagonism,NWIBSHFKIJFRCO-WUDYKRTCSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,bacillus subtilis,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')"
mitomycin c,streptomycin,bacillus subtilis,-0.2105,0.0015049219715709,synergy,NWIBSHFKIJFRCO-WUDYKRTCSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,bacillus subtilis,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
mitomycin c,trimethoprim,bacillus subtilis,-0.1077,0.0015049219715709,synergy,NWIBSHFKIJFRCO-WUDYKRTCSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,bacillus subtilis,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')"
metronidazole,trimethoprim,bacillus subtilis,0.1104,0.0015049219715709,antagonism,VAOCPAMSLUNLGC-UHFFFAOYSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,bacillus subtilis,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')"
nitrofurantoin,teicoplanin,bacillus subtilis,-0.1565,0.0015049219715709,synergy,NXFQHRVNIOXGAQ-YCRREMRBSA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,bacillus subtilis,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
nitrofurantoin,trimethoprim,bacillus subtilis,-0.1811,0.0015049219715709,synergy,NXFQHRVNIOXGAQ-YCRREMRBSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,bacillus subtilis,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
novobiocin,pyocyanin,bacillus subtilis,-0.137,0.0015049219715709,synergy,YJQPYGGHQPGBLI-KGSXXDOSSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,bacillus subtilis,"('YJQPYGGHQPGBLI-KGSXXDOSSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
novobiocin,teicoplanin,bacillus subtilis,0.1272,0.0422252380571071,antagonism,YJQPYGGHQPGBLI-KGSXXDOSSA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,bacillus subtilis,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,trimethoprim,bacillus subtilis,0.1357,0.0015049219715709,antagonism,YJQPYGGHQPGBLI-KGSXXDOSSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,bacillus subtilis,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
procaine,trimethoprim,bacillus subtilis,0.0837,0.0015049219715709,neutral,MFDFERRIHVXMIY-UHFFFAOYSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,bacillus subtilis,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
puromycin,streptomycin,bacillus subtilis,-0.2255,0.0015049219715709,synergy,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,bacillus subtilis,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
puromycin,trimethoprim,bacillus subtilis,0.0908,0.0015049219715709,neutral,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,bacillus subtilis,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')"
pyocyanin,streptomycin,bacillus subtilis,0.4736,0.0015049219715709,antagonism,YNCMLFHHXWETLD-UHFFFAOYSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,bacillus subtilis,"('UCSJYZPVAKXKNQ-HZYVHMACSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
rifampicin,streptomycin,bacillus subtilis,0.1839,0.0039683929696202,antagonism,JQXXHWHPUNPDRT-WLSIYKJHSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,bacillus subtilis,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
rifampicin,trimethoprim,bacillus subtilis,0.1312,0.0015049219715709,antagonism,JQXXHWHPUNPDRT-WLSIYKJHSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,bacillus subtilis,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
sulfamethoxazol,trimethoprim,bacillus subtilis,-0.1728,0.0015049219715709,synergy,JLKIGFTWXXRPMT-UHFFFAOYSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,bacillus subtilis,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'JLKIGFTWXXRPMT-UHFFFAOYSA-N')"
streptomycin,trimethoprim,bacillus subtilis,-0.2515,0.0015049219715709,synergy,UCSJYZPVAKXKNQ-HZYVHMACSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,bacillus subtilis,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
streptomycin,triclosan,bacillus subtilis,-0.2495,0.0015049219715709,synergy,UCSJYZPVAKXKNQ-HZYVHMACSA-N,XEFQLINVKFYRCS-UHFFFAOYSA-N,bacillus subtilis,"('UCSJYZPVAKXKNQ-HZYVHMACSA-N', 'XEFQLINVKFYRCS-UHFFFAOYSA-N')"
streptomycin,tedizolid,bacillus subtilis,0.1894,0.0094399650943996,antagonism,UCSJYZPVAKXKNQ-HZYVHMACSA-N,XFALPSLJIHVRKE-GFCCVEGCSA-N,bacillus subtilis,"('UCSJYZPVAKXKNQ-HZYVHMACSA-N', 'XFALPSLJIHVRKE-GFCCVEGCSA-N')"
streptozotocin,teicoplanin,bacillus subtilis,0.1536,0.0027507183056528,antagonism,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,bacillus subtilis,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')"
telithromycin,trimethoprim,bacillus subtilis,-0.2427,0.0015049219715709,synergy,LJVAJPDWBABPEJ-PNUFFHFMSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,bacillus subtilis,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'LJVAJPDWBABPEJ-PNUFFHFMSA-N')"
triclosan,trimethoprim,bacillus subtilis,0.1304,0.0015049219715709,antagonism,XEFQLINVKFYRCS-UHFFFAOYSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,bacillus subtilis,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'XEFQLINVKFYRCS-UHFFFAOYSA-N')"
trimethoprim,virginiamycin m1,bacillus subtilis,0.0852,0.0350513471859565,neutral,IEDVJHCEMCRBQM-UHFFFAOYSA-N,DAIKHDNSXMZDCU-FQTGFAPKSA-N,bacillus subtilis,"('DAIKHDNSXMZDCU-FQTGFAPKSA-N', 'IEDVJHCEMCRBQM-UHFFFAOYSA-N')"
acetylsalicylic acid,amoxicillin,staphylococcus aureus newman,-0.0753,0.0025162189663386,neutral,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,staphylococcus aureus,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')"
amoxicillin,lincomycin,staphylococcus aureus newman,0.1173,0.0014354269271059,antagonism,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,staphylococcus aureus,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'OJMMVQQUTAEWLP-KIDUDLJLSA-N')"
acetylsalicylic acid,azithromycin,staphylococcus aureus newman,0.105,0.0343012868524468,antagonism,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,staphylococcus aureus,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
acetylsalicylic acid,chloramphenicol,staphylococcus aureus newman,0.0794,0.0079214300792143,neutral,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,WIIZWVCIJKGZOK-RKDXNWHRSA-N,staphylococcus aureus,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
acetylsalicylic acid,ciprofloxacin,staphylococcus aureus newman,0.1582,0.0014354269271059,antagonism,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,staphylococcus aureus,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
acetylsalicylic acid,clarithromycin,staphylococcus aureus newman,0.1507,0.0014354269271059,antagonism,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,staphylococcus aureus,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'BSYNRYMUTXBXSQ-UHFFFAOYSA-N')"
acetylsalicylic acid,daptomycin,staphylococcus aureus newman,-0.0682,0.0472522515190341,neutral,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,DOAKLVKFURWEDJ-QCMAZARJSA-N,staphylococcus aureus,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'DOAKLVKFURWEDJ-QCMAZARJSA-N')"
acetylsalicylic acid,cycloserine d,staphylococcus aureus newman,-0.1146,0.0107837955700228,synergy,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,DYDCUQKUCUHJBH-UWTATZPHSA-N,staphylococcus aureus,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'DYDCUQKUCUHJBH-UWTATZPHSA-N')"
acetylsalicylic acid,erythromycin,staphylococcus aureus newman,0.1439,0.0014354269271059,antagonism,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,staphylococcus aureus,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
acetylsalicylic acid,moxifloxacin,staphylococcus aureus newman,0.1143,0.0014354269271059,antagonism,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,FABPRXSRWADJSP-MEDUHNTESA-N,staphylococcus aureus,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'FABPRXSRWADJSP-MEDUHNTESA-N')"
acetylsalicylic acid,nitrofurantoin,staphylococcus aureus newman,-0.0905,0.0014354269271059,synergy,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,staphylococcus aureus,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
acetylsalicylic acid,procaine,staphylococcus aureus newman,-0.0687,0.0127308697701658,neutral,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,MFDFERRIHVXMIY-UHFFFAOYSA-N,staphylococcus aureus,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
auranofin,bacitracin,staphylococcus aureus newman,0.1333,0.0280496540509883,antagonism,AUJRCFUBUPVWSZ-XTZHGVARSA-M,CLKOFPXJLQSYAH-ABRJDSQDSA-N,staphylococcus aureus,"('AUJRCFUBUPVWSZ-XTZHGVARSA-M', 'CLKOFPXJLQSYAH-ABRJDSQDSA-N')"
auranofin,doxorubicin,staphylococcus aureus newman,0.1119,0.0014354269271059,antagonism,AUJRCFUBUPVWSZ-XTZHGVARSA-M,AOJJSUZBOXZQNB-TZSSRYMLSA-N,staphylococcus aureus,"('AOJJSUZBOXZQNB-TZSSRYMLSA-N', 'AUJRCFUBUPVWSZ-XTZHGVARSA-M')"
auranofin,metronidazole,staphylococcus aureus newman,-0.1372,0.0025162189663386,synergy,AUJRCFUBUPVWSZ-XTZHGVARSA-M,VAOCPAMSLUNLGC-UHFFFAOYSA-N,staphylococcus aureus,"('AUJRCFUBUPVWSZ-XTZHGVARSA-M', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')"
auranofin,pyocyanin,staphylococcus aureus newman,-0.1584,0.0014354269271059,synergy,AUJRCFUBUPVWSZ-XTZHGVARSA-M,YNCMLFHHXWETLD-UHFFFAOYSA-N,staphylococcus aureus,"('AUJRCFUBUPVWSZ-XTZHGVARSA-M', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
azithromycin,benzalkonium,staphylococcus aureus newman,0.1831,0.0014354269271059,antagonism,MQTOSJVFKKJCRP-BICOPXKESA-N,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,staphylococcus aureus,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
azithromycin,chloramphenicol,staphylococcus aureus newman,-0.1012,0.0014354269271059,synergy,MQTOSJVFKKJCRP-BICOPXKESA-N,WIIZWVCIJKGZOK-RKDXNWHRSA-N,staphylococcus aureus,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
azithromycin,moxifloxacin,staphylococcus aureus newman,0.1183,0.0014354269271059,antagonism,MQTOSJVFKKJCRP-BICOPXKESA-N,FABPRXSRWADJSP-MEDUHNTESA-N,staphylococcus aureus,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
azithromycin,nitrofurantoin,staphylococcus aureus newman,-0.0835,0.0094219652924575,synergy,MQTOSJVFKKJCRP-BICOPXKESA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,staphylococcus aureus,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
azithromycin,penicillin g,staphylococcus aureus newman,-0.087,0.0071292870712928,neutral,MQTOSJVFKKJCRP-BICOPXKESA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,staphylococcus aureus,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
azithromycin,sulfamethoxazol,staphylococcus aureus newman,-0.0991,0.0094219652924575,neutral,MQTOSJVFKKJCRP-BICOPXKESA-N,JLKIGFTWXXRPMT-UHFFFAOYSA-N,staphylococcus aureus,"('JLKIGFTWXXRPMT-UHFFFAOYSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
azithromycin,spectinomycin,staphylococcus aureus newman,-0.1244,0.0014354269271059,synergy,MQTOSJVFKKJCRP-BICOPXKESA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,staphylococcus aureus,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
azithromycin,teicoplanin,staphylococcus aureus newman,0.1685,0.0014354269271059,antagonism,MQTOSJVFKKJCRP-BICOPXKESA-N,BJNLLBUOHPVGFT-CAYRISATSA-N,staphylococcus aureus,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
azithromycin,trimethoprim,staphylococcus aureus newman,0.1751,0.0014354269271059,antagonism,MQTOSJVFKKJCRP-BICOPXKESA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,staphylococcus aureus,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
azithromycin,tedizolid,staphylococcus aureus newman,-0.1401,0.0461429075751317,synergy,MQTOSJVFKKJCRP-BICOPXKESA-N,XFALPSLJIHVRKE-GFCCVEGCSA-N,staphylococcus aureus,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'XFALPSLJIHVRKE-GFCCVEGCSA-N')"
bacitracin,benzalkonium,staphylococcus aureus newman,0.1463,0.0014354269271059,antagonism,CLKOFPXJLQSYAH-ABRJDSQDSA-N,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,staphylococcus aureus,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
bacitracin,cccp,staphylococcus aureus newman,0.1943,0.0014354269271059,antagonism,CLKOFPXJLQSYAH-ABRJDSQDSA-N,UGTJLJZQQFGTJD-UHFFFAOYSA-N,staphylococcus aureus,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')"
bacitracin,chloramphenicol,staphylococcus aureus newman,-0.0971,0.004455804419558,neutral,CLKOFPXJLQSYAH-ABRJDSQDSA-N,WIIZWVCIJKGZOK-RKDXNWHRSA-N,staphylococcus aureus,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
bacitracin,clarithromycin,staphylococcus aureus newman,-0.0869,0.0014354269271059,synergy,CLKOFPXJLQSYAH-ABRJDSQDSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,staphylococcus aureus,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'CLKOFPXJLQSYAH-ABRJDSQDSA-N')"
bacitracin,erythromycin,staphylococcus aureus newman,-0.0632,0.0487472620259342,neutral,CLKOFPXJLQSYAH-ABRJDSQDSA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,staphylococcus aureus,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
bacitracin,cephalexin,staphylococcus aureus newman,0.129,0.003544949372466,antagonism,CLKOFPXJLQSYAH-ABRJDSQDSA-N,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,staphylococcus aureus,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'ZAIPMKNFIOOWCQ-UEKVPHQBSA-N')"
bacitracin,linezolid,staphylococcus aureus newman,-0.087,0.0014354269271059,neutral,CLKOFPXJLQSYAH-ABRJDSQDSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,staphylococcus aureus,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
bacitracin,moxifloxacin,staphylococcus aureus newman,-0.078,0.0306513934593802,neutral,CLKOFPXJLQSYAH-ABRJDSQDSA-N,FABPRXSRWADJSP-MEDUHNTESA-N,staphylococcus aureus,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'FABPRXSRWADJSP-MEDUHNTESA-N')"
bacitracin,novobiocin,staphylococcus aureus newman,-0.0809,0.0392969739170661,neutral,CLKOFPXJLQSYAH-ABRJDSQDSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,staphylococcus aureus,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
bacitracin,oxacillin,staphylococcus aureus newman,-0.1185,0.0014354269271059,synergy,CLKOFPXJLQSYAH-ABRJDSQDSA-N,UWYHMGVUTGAWSP-JKIFEVAISA-N,staphylococcus aureus,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
bacitracin,spectinomycin,staphylococcus aureus newman,-0.165,0.0014354269271059,synergy,CLKOFPXJLQSYAH-ABRJDSQDSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,staphylococcus aureus,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
