drug,inchikey,level,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
menthol,NOOLISFMXDJSKH-UHFFFAOYSA-N,A4,0.08875747,-0.08875747,0.082482263,0.08875747,0.08875747,0.08875747,0.08875747,0.050035488,0.08875747,0.08875747,0.08875747,-0.08875747,-0.08875747,0.08875747,0.08875747,-0.08875747,0.086304553,0.08875747,-0.08875747,-0.088754013,0.08875747,0.08875747,-0.08875747,-0.08875747,-0.08875747,-0.080279179,-0.08875747,0.08875747,-0.08875747,0.08875747,-0.08875747,0.08875747,0.08875747,-0.08875747,-0.08875747,0.08875747,0.08875747,-0.08875747,-0.08875747,0.08875747,-0.08875747,0.08875747,0.08875747,-0.08875747,0.08875747,-0.08875747,-0.08875747,-0.08875747,-0.08857093,-0.08875747,-0.08875747,0.08875747,0.08875747,0.08875747,-0.08875747,-0.08875747,-0.088618718,-0.08875747,-0.08875747,-0.08875747,-0.08875747,0.08875747,-0.08875747,0.08875747,-0.08875747,0.08875747,-0.08875747,-0.08875747,0.08875747,0.08875747,-0.08875747,0.08875747,-0.08875747,-0.08875747,0.08875747,-0.08875747,-0.08875747,-0.08875747,-0.08875747,-0.08875747,0.08875747,-0.08875747,0.08875747,0.08875747,0.08875747,0.08875747,0.08875747,0.08875747,0.08875747,-0.08875747,-0.08875747,-0.08875747,0.08875747,-0.08875747,0.08875747,-0.08875747,0.08875747,-0.08875747,0.08875747,0.08875747,-0.08875747,-0.08875747,-0.08875747,-0.08875747,0.08875747,0.08875747,-0.08875747,-0.08875747,-0.08875747,0.08875747,0.08875747,0.08875747,0.08875747,0.08875747,-0.08875747,-0.08875747,-0.08875747,-0.08875747,-0.08875747,0.08875747,0.08875747,0.08875747,0.08875747,0.08875747,0.08875747,0.08875747,0.08875747,-0.08875747
meropenem,DMJNNHOOLUXYBV-PQTSNVLCSA-N,A4,0.046218041,0.110951163,0.09745127,0.039618418,0.107085764,0.112427481,-0.004191195,-0.105228446,-0.103844389,-0.105293989,-0.028793592,-0.083841883,-0.107484639,0.113541357,-0.111205921,0.024642842,-0.046895463,0.113654062,0.108229764,-0.007152134,0.113481075,0.0467369,-0.065801695,-0.059902672,0.027837038,-0.013159435,0.013847996,-0.112064652,0.045096193,-0.102346435,-0.111654207,-0.079534471,0.108819067,0.103943892,-0.087730967,-0.053663373,-0.050764881,-0.098272584,0.108663864,-0.099166334,0.110656641,-0.079470091,-0.103933774,-0.103836186,0.073910616,-0.081942245,0.109141059,-0.06760294,-0.107139759,-0.113487966,0.10543409,0.099503092,-0.113629013,0.096243478,0.113253698,-0.113635175,0.107983597,0.11261268,0.110954918,-0.085939437,-0.05453252,0.110050105,0.021883335,-0.112200618,-0.077799499,0.082700782,-0.037812412,0.113087587,-0.013424482,-0.042393703,0.074277721,0.112486206,0.11311388,-0.033460237,0.092939608,-0.09302716,0.07916563,0.098477304,0.003151925,-0.031061476,0.015855322,0.109405361,-0.111952692,0.096839331,-0.10279388,-0.10700649,-0.051391125,-0.112254649,0.110592686,-0.050560851,-0.113617852,0.069418654,0.108534038,0.046473794,0.051372573,0.052110024,-0.064096928,0.082400523,-0.02390771,0.113693953,-0.096707165,0.113207415,0.10904593,0.113602564,0.113653176,-0.10366077,0.067119576,-0.087126248,0.002619859,-0.001166965,-0.003058351,-0.10418053,0.113279387,-0.112271547,-0.079721048,-0.110509917,0.073744051,0.026967885,-0.110500827,0.108828589,-0.113284193,-0.113556191,0.081979282,-0.112922229,-0.085717089,-0.056336783,0.086008742,-0.044251382
methenamine,VKYKSIONXSXAKP-UHFFFAOYSA-N,A4,0.089274362,-0.089274362,-0.089274362,0.089274362,0.089274362,0.089274362,0.089274362,0.089274362,0.089274362,-0.089274362,0.089274362,-0.089274362,-0.089274362,0.089274362,-0.089274362,-0.089274362,-0.089274362,0.089274362,-0.089274362,-0.089274362,0.089274362,-0.089274362,-0.089274362,-0.089274362,0.089274362,-0.084748745,-0.089274362,0.089274362,-0.089274362,0.089274362,0.089274362,0.089274362,0.089274362,-0.089274362,-0.089274362,-0.089274362,0.089274362,-0.089274362,-0.089274362,-0.08920674,-0.089274362,0.089274362,-0.089274362,-0.089274362,0.089274362,-0.089274362,-0.089274362,-0.089274362,0.089274362,-0.089274362,-0.089274362,-0.089274362,0.089274362,0.089274362,0.089274362,-0.089274362,0.089274362,0.089274362,-0.089274362,-0.089274362,-0.089274362,-0.055354703,-0.089274362,-0.089274362,-0.089274362,0.089271337,-0.089274362,-0.089274362,0.089274362,0.089274362,-0.089274362,0.089274362,-0.089274362,-0.089274362,0.089274362,-0.089274362,-0.089274362,-0.089274362,0.089274362,-0.089274362,-0.089274362,-0.089274362,0.089274362,0.089274362,0.089274362,0.089274362,0.061175324,-0.089274362,0.089274362,-0.089274362,-0.089274362,-0.089274362,0.089274362,-0.089274362,0.089274362,-0.089274362,0.089274362,-0.089274362,0.089274362,0.089274362,-0.089274362,-0.089274362,-0.089274362,-0.089274362,0.089274362,-0.059483681,-0.089274362,-0.089274362,0.089274362,0.089274362,-0.089274362,0.089274362,0.089274362,0.089274362,0.085963532,-0.089274362,-0.089274362,-0.088712238,-0.089274362,0.089274362,-0.053540818,-0.089274362,-0.089274362,0.089274362,0.089274362,0.089274071,-0.089274317,-0.089274362
methicillin,RJQXTJLFIWVMTO-TYNCELHUSA-N,A4,0.099341914,0.087754965,0.072525911,-0.100993976,-0.101070479,-0.100762121,-0.098970503,0.100454226,0.083487056,-0.084609769,-0.099050105,0.099343255,-0.101313107,0.101278402,-0.100891039,-0.094343752,0.088345915,0.077698529,0.097328871,0.099632137,0.101263456,-0.100560956,-0.0933057,0.101309076,0.00874442,-0.099717312,-0.099199519,-0.099253543,-0.101252414,-0.100748047,-0.05178323,-0.101301067,0.065794222,0.101154566,-0.099018835,0.074902795,-0.025086677,0.093003154,-0.09651728,-0.066925272,0.098819144,-0.092515938,-0.053586669,-0.097242266,-0.050710723,0.101282939,0.053859584,0.101304904,0.09264943,-0.101016939,0.100886203,0.101309747,0.043963548,-0.100691065,0.101313084,-0.09135963,-0.00181507,-0.099918604,-0.060622964,-0.09911529,0.101310648,-0.097096048,0.101293005,0.080338731,0.073714577,-0.05899876,0.055538557,0.101313092,-0.100059316,0.101192407,0.094916858,0.056950737,0.101295985,0.069283821,0.101203591,-0.0993772,0.000571779,-0.100461937,0.051129743,0.100822449,-0.010569046,0.06098358,-0.098818772,-0.03034067,-0.098101407,-0.100992732,-0.089971371,-0.095526151,0.100101762,-0.100925818,-0.100469016,-0.09868487,0.092962772,0.098815016,-0.10127674,-0.062808737,0.091277622,0.089993998,-0.013366472,0.101313189,-0.100967541,0.10075549,0.012256794,0.101311974,-0.084448069,-0.100504607,0.101287469,0.100520588,0.092982799,0.008708029,0.101257317,-0.060313873,0.101313002,-0.085761093,0.100503832,-0.101142004,-0.068841755,0.085631609,0.093999781,0.101311311,-0.094795145,-0.09131182,-0.080891281,-0.096112169,0.060696252,0.068066664,0.10034816,-0.051843051
metronidazole,VAOCPAMSLUNLGC-UHFFFAOYSA-N,A4,0.088910788,-0.088910788,-0.088910788,0.088910788,0.088910788,0.088544726,0.088910788,0.088910788,0.088910788,0.088683762,0.088910788,-0.088910788,-0.088910788,-0.088910788,-0.088910788,-0.088910788,-0.088910788,0.088910788,-0.088910788,-0.088611603,-0.088910788,0.088804699,-0.088910788,-0.088910788,0.088910788,0.088910788,-0.088910788,0.088909715,-0.088910788,-0.088910788,-0.088910267,0.088910788,0.088910788,-0.088910788,0.088910788,0.088250756,0.088910788,0.088910639,-0.088910788,-0.088910788,-0.088910788,0.088910788,0.088579729,0.088910788,0.088910788,-0.088910788,-0.088910788,-0.088910788,0.088745028,0.088907219,-0.088910788,0.088910788,0.088910788,0.088910788,-0.087738171,-0.088910788,0.088910788,-0.088910788,0.088910788,0.088910788,0.088910788,-0.087591954,-0.088870086,-0.088910788,-0.088910788,0.088910788,-0.088910788,-0.088910788,0.088910788,0.074852638,-0.067340359,0.088910259,-0.088605441,0.087639533,0.088910788,-0.088910788,-0.088910744,-0.088910788,0.088910788,0.088910788,-0.088910788,-0.088910788,0.088910788,-0.088910788,0.088910788,0.088910364,0.088910788,0.088910788,0.088352062,0.088910684,0.088910788,-0.088910788,-0.088910788,-0.088910788,0.088910788,0.088910788,0.088910788,-0.088910788,0.088910788,0.085667938,-0.088910788,-0.088910788,-0.088910788,-0.088910788,0.088910788,-0.088910788,-0.088910788,-0.088910788,0.088910788,-0.088910788,-0.088910788,0.088910788,0.088910788,0.088910788,-0.064931154,-0.088910788,-0.088910788,0.088810615,-0.088910788,0.088910788,0.088910788,-0.088910788,-0.088910788,0.088910788,0.088910788,0.084868349,-0.088910788,0.088910788
mezlocillin,YPBATNHYBCGSSN-VWPFQQQWSA-N,A4,-0.017769817,0.107935742,0.06478484,-0.10906627,-0.105376668,-0.108134918,-0.047595929,-0.079361722,-0.10080222,-0.107201912,-0.089749105,-0.040860336,0.073130831,-0.001698999,0.017827569,0.108198486,0.079880685,-0.062708467,-0.044728246,-0.106677085,-0.105491832,0.107807063,-0.092830077,0.058891118,0.094837219,0.09528926,0.083059505,-0.089411505,0.07451655,-0.052786939,-0.059354145,-0.109547995,-0.108146168,0.109050408,0.084390596,-0.064474449,-0.097988643,0.108557411,0.082844056,0.107032992,0.109474935,0.093257919,0.088641778,0.109508738,0.023021175,0.107992657,-0.109486714,0.10670983,0.10784211,-0.109431051,0.10661871,0.105534174,-0.026109042,-0.107641697,0.109471209,0.070544489,-0.089743458,0.109573811,0.045838226,-0.109595872,-0.088879369,-0.109471239,-0.107234627,0.0395201,-0.104839101,-0.028807903,-0.078747258,0.107942991,-0.056649368,0.078602448,-0.109326757,-0.101416409,0.014746114,0.109452188,0.0106603,0.108392708,-0.019737758,-0.029023275,-0.071683496,0.043828055,-0.107622065,0.094313405,-0.096675076,-0.108745947,0.101323612,-0.108867146,0.090763539,-0.109580405,0.108837798,0.014500762,-0.109573796,0.073881157,-0.09765064,0.097363509,-0.109576836,0.081651099,-0.096686922,0.072625898,0.109471358,0.074507117,-0.033001598,0.050678916,0.102599815,0.106281795,0.076030381,0.105209172,-0.065492272,-0.101109214,0.100537069,0.016979283,0.087658435,-0.109590843,-0.103417128,0.069018796,-0.011409596,0.108027391,-0.08249785,0.105599545,0.054503057,0.045036383,-0.088396586,0.093988016,-0.014210641,-0.109502763,0.107439823,0.108848527,-0.093831658,0.090136983
miconazole,BYBLEWFAAKGYCD-UHFFFAOYSA-N,A4,0.089200251,-0.089200251,0.088490792,0.089200251,0.089200251,0.089200251,0.089200251,0.089200251,0.089200251,0.089200154,0.089200251,-0.089200251,-0.089200251,0.089200251,-0.089200251,-0.089200251,-0.089200251,0.089200251,-0.089200251,-0.089200251,0.089200251,0.089200251,-0.089200251,0.089200251,0.089200251,0.089200251,-0.089200251,0.089200251,-0.089200251,0.089200251,0.089200251,0.089200251,0.089200251,-0.089200251,0.089200251,-0.089200251,0.089200251,-0.089200251,-0.089200251,0.089200251,-0.089200251,0.089200251,0.007818086,-0.089200251,0.089200251,-0.089200251,-0.012457133,-0.089200251,0.089200251,-0.089200251,-0.089200251,-0.089200251,0.089200251,0.089200251,-0.089200251,0.089200251,-0.089200251,-0.089200251,-0.089200251,0.089200251,-0.089200251,-0.089200251,-0.089200251,0.089200251,0.089200251,-0.089200251,-0.089200251,-0.089200251,0.089200214,0.089200251,-0.089200251,0.089200251,-0.089200251,-0.089200251,0.089200251,-0.089200251,-0.089200251,-0.089200251,0.089200251,-0.089200251,-0.089200251,-0.089200251,0.089200251,0.089200251,0.089200251,0.089200251,-0.089200251,0.089200251,0.089200251,-0.089200251,-0.089200251,-0.089200251,0.089200251,-0.089200251,-0.089200251,-0.089200251,0.089200251,-0.089200251,0.089200251,-0.089200251,0.089200251,-0.089200251,0.089199573,-0.089200251,0.089200251,0.089200251,-0.089200251,0.089200251,0.084882766,0.089200251,0.089200251,0.089200251,0.089200251,0.089200251,0.089200251,-0.089200251,0.089200251,-0.089200251,0.089200251,0.089200251,0.089200251,0.089200251,0.089200251,0.089200251,0.089200251,-0.089200251,-0.077947579,0.089200251
midecamycin,DMUAPQTXSSNEDD-QALJCMCCSA-N,A4,-0.085584812,0.089875199,0.089875199,-0.088568158,-0.089875199,0.089875199,0.08088243,-0.089875109,-0.089873813,0.089875199,-0.085524783,0.089875199,0.089875199,0.089875199,0.089875199,-0.065644637,-0.089871548,0.089875199,-0.089875199,0.08925423,0.089875199,0.089194193,-0.089875199,-0.089875199,-0.089875199,0.089875199,-0.089860298,-0.089165621,-0.089875109,-0.089875199,-0.089875199,-0.089875199,0.089875199,0.089875199,-0.089875199,0.089875199,0.089873478,-0.089875199,0.082218431,0.089875199,0.089842401,-0.089875199,0.089875199,-0.089875199,-0.089875154,0.089875199,-0.089875109,-0.089867644,-0.089875199,-0.089875199,0.089875199,0.089875169,-0.089875199,0.089875169,-0.089875199,-0.089875199,0.089875199,-0.089875199,0.066285536,-0.089875199,-0.089875199,0.089875199,0.089875199,0.089875199,-0.089875199,0.089875199,0.089875199,0.089875199,0.089875199,-0.089875199,-0.089875035,0.089875199,0.089840963,-0.089875199,0.089875199,-0.089875199,-0.014243417,0.089855075,-0.089875199,-0.089875199,0.089875199,-0.010179134,-0.089875199,-0.089641064,-0.089875199,0.089875199,0.089875199,-0.089875199,0.089873351,-0.089875199,-0.089706764,-0.089875057,0.089875199,-0.089875199,0.086829662,-0.089685358,0.089875199,0.068798669,-0.089871451,0.089875199,-0.089875199,0.089875199,-0.089875199,0.089875199,0.089875199,-0.089874543,0.089854926,-0.089874759,0.089874811,0.089875199,-0.085774936,-0.089875109,0.089875199,-0.089875199,0.088805899,0.089875199,-0.089875199,0.089660607,-0.089875199,0.089875199,-0.089875199,-0.089875199,-0.089199729,-0.089873053,0.089875199,0.089875199,0.089874633,-0.086604416
midecamycin acetate,GQNZGCARKRHPOH-RQIKCTSVSA-N,A4,0.034610603,0.08999531,0.08999531,-0.089984857,-0.08999531,0.08999531,0.088186882,-0.089993037,-0.08999531,0.08999531,-0.089344181,0.08999531,0.08999531,0.08999531,0.08999531,-0.087504499,-0.089990579,0.08999531,-0.08999531,0.010492866,0.08999531,0.089815103,-0.08999531,-0.08999531,-0.08999531,0.08999531,-0.089413211,-0.089520425,-0.08999531,-0.08999531,-0.089994624,-0.08999531,0.08999531,0.08999531,-0.08999531,0.08999531,0.08999531,-0.08999531,-0.01476225,0.08999531,0.08994025,-0.08999531,0.08999531,-0.08999531,-0.08999531,0.08999531,-0.08999531,-0.089994885,-0.08999531,-0.08999531,0.08999531,0.089995213,-0.08999531,0.089994214,-0.08999531,-0.08999531,0.08999531,-0.08999531,0.084441319,-0.08999531,-0.089995265,0.08999531,0.08999531,0.08999531,-0.08999531,0.08999531,0.08999531,0.08999531,0.08999531,-0.08999531,-0.08999531,0.08999531,0.089965977,-0.08999531,0.08999531,-0.08999531,0.089540064,0.082822844,-0.08999531,-0.08999531,0.08999531,-0.087168761,-0.08999531,-0.089960404,-0.08999531,0.08999531,0.08999531,-0.08999531,0.089995243,-0.08999531,-0.087508596,-0.08999528,0.08999531,-0.08999531,0.018091723,-0.08999522,0.08999531,0.086968116,-0.089853227,0.08999531,-0.08999531,0.08999531,-0.08999531,0.08999531,0.08999531,-0.089995235,0.089662462,-0.08999531,0.089995146,0.08999531,-0.083795205,-0.089994937,0.08999531,-0.08999531,0.089975335,0.08999531,-0.08999531,0.089630306,-0.08999531,0.08999531,-0.08999531,-0.08999531,-0.089968577,-0.089962929,0.08999531,0.08999531,0.089953586,-0.089984484
minocycline,WTJXVDPDEQKTCV-VQAITOIOSA-N,A4,0.048933189,0.094170481,-0.090331621,-0.091997415,0.064358592,0.095183983,-0.095183916,-0.095183633,-0.09517704,0.095183447,-0.087602295,0.095183983,-0.004330066,0.095183894,-0.095183745,-0.017714974,-0.095183983,0.094990283,0.075113133,0.087298296,-0.090063177,0.095183849,0.095183983,0.090053864,-0.017928382,0.095183983,0.092836641,0.095139123,-0.095183946,-0.094732232,-0.095183983,-0.003224219,-0.095183983,-0.095179677,-0.095183983,-0.09510228,-0.094920479,0.094508559,0.086476713,-0.09518303,-0.018463893,-0.095156804,-0.095183983,0.095159844,-0.095141619,-0.095183946,0.095183983,-0.095183983,-0.095090434,0.095183983,-0.065057576,-0.095183983,0.015471837,0.095182985,-0.095158868,-0.094876893,-0.094440162,-0.052800309,0.09518382,0.090910673,0.069971398,0.070260696,-0.095153019,-0.095170081,-0.095183983,-0.094856665,0.095183931,0.012131826,0.090353817,0.094464049,0.093962453,-0.095181927,-0.087505065,0.095183983,-0.095183983,0.095174573,-0.095148571,-0.095176972,-0.076450117,0.095105968,0.095183983,-0.095173545,-0.041434996,-0.095183983,-0.095131457,0.095183887,0.095183983,-0.095183983,0.080592126,0.09086325,-0.095183983,-0.095183939,0.095183618,-0.09394449,-0.095181674,-0.080366708,-0.093386799,-0.088556983,0.085066296,0.095125243,0.095183983,0.095183574,0.095127389,0.095183983,0.095183983,-0.070877343,-0.054250643,0.095183983,-0.084947266,-0.093622744,0.08526995,0.095183983,-0.095178753,-0.095183983,0.044491407,-0.095183983,0.095183983,-0.095183983,-0.002933828,-0.095183954,-0.093547441,-0.095183983,0.095183983,-0.095181733,-0.095183954,0.095182501,0.095183894,-0.095182739
mitomycin c,NWIBSHFKIJFRCO-WUDYKRTCSA-N,A4,-0.069490962,-0.061867371,-0.096318498,0.088393405,-0.019556373,0.091719694,-0.079842232,-0.077496678,-0.096995823,0.033554673,-0.085175291,0.095557608,-0.060741883,0.096777111,-0.097021207,0.096804976,-0.094232731,0.095058814,0.0970392,0.03092909,-0.076054774,0.096508652,0.097044289,-0.083991393,0.088751473,-0.026881007,0.09599781,-0.091343462,0.010116477,-0.07632751,-0.097045653,-0.096696481,-0.094867639,0.086234093,-0.096565053,-0.094501756,0.095660493,0.096893005,0.094706424,-0.09704344,0.092069343,0.05830916,-0.097000852,0.096360907,-0.077755772,-0.096983224,0.097045653,-0.097044945,0.096468702,0.09572947,-0.051316112,-0.096776046,-0.095578998,0.076565839,-0.089005537,-0.092755422,-0.023508454,0.09598615,0.097044148,0.096740879,0.095952891,0.097002365,-0.097040206,-0.097001173,-0.097045653,-0.096824601,0.097010434,0.096379094,0.070821963,0.09393505,0.093383916,0.061024588,0.092601255,0.097045548,-0.088232927,-0.082514711,-0.07910154,-0.095912874,-0.09627448,-0.094801463,-0.095918484,-0.096984789,-0.091432251,-0.090718478,-0.096819445,-0.008846539,0.096985385,-0.09393166,0.097013384,0.08231654,-0.097045653,-0.091233775,0.097008608,-0.09635447,0.086154655,-0.096667804,-0.096607186,0.041957602,0.093317367,0.095748186,0.096974701,0.09158913,0.091833279,0.097045623,0.097045615,-0.057381269,0.054156478,0.09687563,0.093185015,-0.088991351,0.085761994,0.089833751,0.095116265,-0.097029157,0.062764704,-0.096704707,0.097044311,-0.097039409,-0.096970394,-0.096918404,-0.096005186,-0.096916869,0.068858586,-0.096156731,-0.096995719,-0.097028904,-0.070206136,-0.096965529
monensin,GAOZTHIDHYLHMS-KEOBGNEYSA-N,A4,0.090988711,0.091354199,0.091347605,0.091354199,-0.078122191,0.091354199,0.091335133,-0.091354199,0.091353036,0.091354199,0.091354199,0.091354199,0.091354199,0.091354199,-0.091354199,0.091353863,-0.091354199,0.091354199,-0.08863046,0.091354199,-0.091327854,0.091354199,0.091354199,-0.091354199,-0.091354199,0.091354199,-0.091354199,-0.091354199,-0.075824313,-0.091354199,-0.091354199,-0.091272116,-0.091211028,-0.091352478,-0.091352604,-0.08655075,-0.091354199,-0.091354199,0.091171414,-0.091353938,-0.082728043,-0.091181271,-0.091354147,0.089510322,-0.091354199,0.091354199,0.091353752,-0.091354199,-0.091354199,-0.039486419,0.006193641,0.091352634,-0.091354199,0.091354199,-0.091354199,-0.091354199,0.028823404,-0.091354199,0.090755858,-0.091354199,-0.091354199,0.091354199,0.091354199,0.089708403,-0.091354199,0.091354139,0.091354199,0.091354199,0.091354199,-0.030607389,0.048454892,-0.091354199,-0.08619941,-0.090220325,-0.091354199,0.091354199,-0.091354199,0.091048986,-0.091354199,-0.091354169,0.091354199,0.091354199,0.018227343,-0.091346279,-0.091354199,-0.08908847,0.091354199,-0.091354199,-0.091250874,0.091354199,-0.091354199,-0.091354199,0.09133058,-0.090918578,0.091354199,0.091354199,0.091337606,0.017046213,0.09133932,0.091354199,-0.091348059,0.091354199,0.090896614,0.091354199,0.091354199,-0.091354199,0.091339089,0.090756223,-0.053773765,0.091354199,-0.091352165,0.091354199,0.091354199,-0.091354199,-0.091354199,-0.091354199,0.091354199,-0.091354147,-0.091354199,0.091354199,-0.091354199,-0.091354199,0.091354199,-0.091354199,0.090277955,0.091354199,0.091354199,-0.091345541
moxifloxacin,FABPRXSRWADJSP-MEDUHNTESA-N,A4,-0.084093876,-0.08945331,0.08945331,0.08945331,0.08945331,0.08945331,0.08945331,-0.08945331,0.08945331,-0.08945331,0.089452498,0.08945331,0.060114715,0.089449435,-0.089255385,-0.08945331,0.08945331,0.08945331,-0.089451835,-0.08945331,0.08945331,0.08945331,-0.08945331,-0.089440271,0.08945331,-0.08945331,-0.08945331,0.085889578,-0.08945331,-0.08945331,-0.08945331,0.089453228,-0.089451157,-0.08945331,0.08945331,-0.089452043,-0.08945331,-0.08945331,0.007854193,-0.08945331,-0.08945331,0.08945331,0.088961765,-0.08945331,0.08945331,0.08945331,0.08945331,0.08945331,-0.08945331,-0.08945331,-0.08945331,0.08945331,0.081095099,0.08945331,-0.089451596,-0.08945331,0.08945331,-0.08945331,-0.08945331,-0.08945331,-0.08945331,0.08945331,-0.08945331,0.08945331,0.08945331,0.04857114,0.08945331,-0.08945331,0.08945331,-0.08945331,-0.08945331,-0.088855118,0.08945331,-0.089392968,-0.08945331,0.08945331,0.08945331,0.08945331,0.08945331,-0.08945331,0.08945331,0.08945331,-0.08945331,0.08945331,0.089444563,0.08945331,-0.08945331,0.079826817,-0.089377552,0.089345902,-0.08945331,0.08945331,0.08945331,-0.085530713,0.08945331,0.08945331,0.08945331,0.08945331,0.087762199,-0.08945331,-0.08945331,0.08945331,-0.08945331,0.08945331,0.08945331,0.089296401,0.089452557,-0.089452736,0.089380272,0.08945331,-0.08945331,-0.08945331,0.08945331,-0.08945331,-0.08945331,-0.08945331,0.089453295,-0.087565713,0.089453161,0.08945331,0.08933685,-0.08945331,-0.08945331,-0.08945331,-0.08945331,-0.08945328,0.08945331,0.08945331
mupirocin,MINDHVHHQZYEEK-HBBNESRFSA-N,A4,0.091348939,0.090840101,0.091354601,0.091354601,-0.091342404,0.091336422,0.065625496,-0.091311641,0.091354601,0.091354601,0.091354042,0.086206697,-0.091354601,0.091354601,-0.091354601,0.091354601,0.091002308,0.091354601,-0.089357384,-0.089755431,-0.086825244,0.090235844,0.091354601,-0.091066092,-0.091317303,-0.07984589,-0.091257393,-0.091354519,0.088931531,-0.091354601,-0.091354601,0.091354601,0.091354594,0.091353685,0.091293275,-0.091354601,-0.091306865,-0.091354601,-0.091343708,-0.090630174,0.091354601,0.091354467,0.091348253,-0.091314927,0.087626584,0.091354601,0.090424195,-0.091354601,-0.091354556,-0.091354392,0.091354549,0.091333218,-0.091352239,0.091354601,0.091354601,-0.091354601,-0.091354601,0.072863586,-0.091288418,-0.091354601,-0.091354035,0.091354601,0.091350652,-0.091350868,-0.091354601,0.091354601,0.081606306,0.091186807,0.044673491,0.087939195,0.091082275,-0.091354348,0.091354504,0.089002833,0.091350712,-0.091353156,-0.091354601,0.091354489,0.091347553,-0.081634998,0.047760874,-0.087158442,0.091354601,-0.091354601,-0.091354601,-0.086546488,-0.091354005,-0.09135215,0.091354601,-0.091349445,-0.091354601,-0.091354601,-0.090481758,-0.091354601,-0.084082857,0.091354601,0.001778473,-0.09093938,-0.091354601,0.091354601,-0.091354601,0.091354601,0.037753787,0.091256775,0.091354601,-0.091354601,-0.086491495,-0.01509929,0.091354601,-0.091354601,-0.091354601,0.089734174,0.091354601,-0.091354601,-0.091352515,-0.091354601,0.091109961,0.0859005,-0.091354601,0.091354601,0.091354601,-0.091354601,-0.013675131,-0.084697619,-0.091351762,0.091332503,0.091354601,-0.091354601
nafcillin,GPXLMGHLHQJAGZ-JTDSTZFVSA-N,A4,0.099688366,0.081721961,0.090299934,-0.099560186,-0.100338578,-0.099357128,-0.095209129,0.098421484,0.019670403,-0.053359795,-0.099886827,0.099907123,-0.100271329,0.096865252,-0.097996026,-0.097763084,0.093730964,-0.054703344,-0.010920708,0.10013964,0.10004095,-0.099303447,-0.094918162,0.100294188,-0.094547182,-0.096590057,-0.100003548,-0.099881232,-0.10026025,-0.063839778,-0.032534156,-0.100373544,0.093418688,0.100329079,-0.094146825,0.098543927,-0.05202692,0.094133675,-0.096807495,0.077193387,0.095362812,-0.09979786,-0.075775243,0.000275403,-0.095785409,0.100295693,-0.05157353,0.100368626,0.047944795,-0.100153908,0.097139321,0.10036622,-0.087093137,-0.09893617,0.100327983,-0.091450982,-0.023346396,-0.090816431,-0.046648558,-0.099577114,0.100375667,-0.059592824,0.100243263,0.084853031,0.096155062,0.070484683,0.064599663,0.100377738,-0.005023259,0.09922839,0.08267805,0.088616773,0.100228593,0.084981598,0.100370452,-0.096618541,0.059043609,-0.09841533,-0.096765518,0.099531658,0.091478743,0.042687178,-0.100007206,-0.074413821,-0.096352614,-0.099984191,0.078907646,-0.100250527,0.047794789,-0.096342236,-0.099509604,-0.098910846,0.098394595,0.099308968,-0.100318082,0.015932214,0.093422875,0.0535887,0.066563644,0.100356348,-0.100005828,0.10028021,-0.09486293,0.100377955,0.023079079,-0.100074738,0.100280888,0.100113697,0.067309737,-0.0005424,0.100297987,-0.099983126,0.10037794,-0.089596659,0.097032815,-0.041809916,-0.096001282,0.093985595,0.098719299,0.100199014,-0.100192517,-0.089911424,-0.099086948,-0.099636532,0.073468566,0.086646631,0.095298819,-0.089938842
