Drug A,Drug B,Strain,Bliss Score,Interaction Type,Method,PMID,Drug A Inchikey,Drug B Inchikey,Specie,Drug Pair
cefotaxime,bleomycin,pseudomonas aeruginosa pa14,-0.03,Additivity,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
cefotaxime,cephalexin,pseudomonas aeruginosa pa14,0.04,Additivity,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'ZAIPMKNFIOOWCQ-UEKVPHQBSA-N')"
cefotaxime,lmipenem,pseudomonas aeruginosa pa14,-0.07,Additivity,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
cefotaxime,piperacillin,pseudomonas aeruginosa pao1,-0.26,Synergy,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'IVBHGBMCVLDMKU-GXNBUGAJSA-N')"
cefotaxime,clarithromycin,pseudomonas aeruginosa pao1,-0.17,Synergy,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,pseudomonas aeruginosa,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'GPRBEKHLDVQUJE-QSWIMTSFSA-N')"
cefotaxime,levofloxacin,pseudomonas aeruginosa pao1,-0.12,Synergy,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'GSDSWSVVBLHKDQ-JTQLQIEISA-N')"
cefotaxime,tobramycin,pseudomonas aeruginosa pao1,-0.45,Synergy,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')"
cefotaxime,gentamicin,pseudomonas aeruginosa pao1,-0.34,Synergy,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,pseudomonas aeruginosa,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'GPRBEKHLDVQUJE-QSWIMTSFSA-N')"
cefotaxime,bleomycin,pseudomonas aeruginosa pao1,0.16,Antagonism,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
cefotaxime,cephalexin,pseudomonas aeruginosa pao1,0.12,Antagonism,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'ZAIPMKNFIOOWCQ-UEKVPHQBSA-N')"
cefotaxime,lmipenem,pseudomonas aeruginosa pao1,0.3,Antagonism,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
cefotaxime,mecillinam,salmonella typhimurium 14028,-0.22,Synergy,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,salmonella typhimurium,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'GPRBEKHLDVQUJE-QSWIMTSFSA-N')"
cefotaxime,meropenem,salmonella typhimurium 14028,-0.41,Synergy,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,salmonella typhimurium,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'GPRBEKHLDVQUJE-QSWIMTSFSA-N')"
cefotaxime,mecillinam,salmonella typhimurium lt2,-0.58,Synergy,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,salmonella typhimurium,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'GPRBEKHLDVQUJE-QSWIMTSFSA-N')"
cefotaxime,meropenem,salmonella typhimurium lt2,-0.15,Additivity,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,salmonella typhimurium,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'GPRBEKHLDVQUJE-QSWIMTSFSA-N')"
cefotaxime,oxacillin,escherichia coli bw25113,-0.11,Additivity,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,UWYHMGVUTGAWSP-JKIFEVAISA-N,escherichia coli,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
cefotaxime,fusidic acid,escherichia coli bw25113,0.05,Additivity,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,IECPWNUMDGFDKC-MZJAQBGESA-N,escherichia coli,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'IECPWNUMDGFDKC-MZJAQBGESA-N')"
cefotaxime,spectinomycin,escherichia coli bw25113,0.1,Additivity,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,escherichia coli,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
cefotaxime,fosfomycin,escherichia coli bw25113,-0.09,Additivity,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,escherichia coli,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
cefotaxime,amoxycillin,escherichia coli bw25113,-0.25,Synergy,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,escherichia coli,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')"
cefotaxime,novobiocin,escherichia coli bw25113,0.11,Antagonism,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,escherichia coli,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
cefotaxime,oxacillin,escherichia coli iai1,-0.31,Synergy,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,UWYHMGVUTGAWSP-JKIFEVAISA-N,escherichia coli,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
cefotaxime,fusidic acid,escherichia coli iai1,-0.16,Synergy,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,IECPWNUMDGFDKC-MZJAQBGESA-N,escherichia coli,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'IECPWNUMDGFDKC-MZJAQBGESA-N')"
cefotaxime,fosfomycin,escherichia coli iai1,-0.16,Synergy,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,escherichia coli,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
cefotaxime,spectinomycin,escherichia coli iai1,0.12,Antagonism,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,escherichia coli,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
cefotaxime,amoxycillin,escherichia coli iai1,-0.33,Synergy,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,escherichia coli,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')"
cefotaxime,novobiocin,escherichia coli iai1,0.05,Additivity,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,escherichia coli,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
cefotaxime,fosfomycin,pseudomonas aeruginosa pa14,-0.1,Additivity,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
cefotaxime,ciprofloxacin,pseudomonas aeruginosa pa14,0.05,Additivity,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
cefotaxime,d-cycloserine,pseudomonas aeruginosa pa14,0.03,Additivity,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,DYDCUQKUCUHJBH-UWTATZPHSA-N,pseudomonas aeruginosa,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'GPRBEKHLDVQUJE-QSWIMTSFSA-N')"
cefotaxime,polymyxin b,pseudomonas aeruginosa pa14,0.36,Antagonism,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,WQVJHHACXVLGBL-BPJDFBQWSA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
cefotaxime,amoxycillin,pseudomonas aeruginosa pa14,-0.08,Additivity,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')"
cefotaxime,fosfomycin,pseudomonas aeruginosa pao1,-0.19,Synergy,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
cefotaxime,ciprofloxacin,pseudomonas aeruginosa pao1,-0.12,Synergy,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
cefotaxime,d-cycloserine,pseudomonas aeruginosa pao1,0.16,Antagonism,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,DYDCUQKUCUHJBH-UWTATZPHSA-N,pseudomonas aeruginosa,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'GPRBEKHLDVQUJE-QSWIMTSFSA-N')"
cefotaxime,polymyxin b,pseudomonas aeruginosa pao1,0.09,Additivity,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,WQVJHHACXVLGBL-BPJDFBQWSA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
cefotaxime,amoxycillin,pseudomonas aeruginosa pao1,0.21,Antagonism,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')"
cefotaxime,novobiocin,salmonella typhimurium 14028,-0.13,Synergy,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,salmonella typhimurium,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
cefotaxime,novobiocin,salmonella typhimurium lt2,-0.06,Additivity,Bliss,29973719,GPRBEKHLDVQUJE-QSWIMTSFSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,salmonella typhimurium,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
cephalexin,piperacillin,pseudomonas aeruginosa pa14,0.03,Additivity,Bliss,29973719,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,pseudomonas aeruginosa,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'ZAIPMKNFIOOWCQ-UEKVPHQBSA-N')"
cephalexin,ciprofloxacin,pseudomonas aeruginosa pa14,-0.04,Additivity,Bliss,29973719,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,pseudomonas aeruginosa,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'ZAIPMKNFIOOWCQ-UEKVPHQBSA-N')"
cephalexin,cefsulodin,pseudomonas aeruginosa pa14,0.04,Additivity,Bliss,29973719,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,SYLKGLMBLAAGSC-QLVMHMETSA-N,pseudomonas aeruginosa,"('SYLKGLMBLAAGSC-QLVMHMETSA-N', 'ZAIPMKNFIOOWCQ-UEKVPHQBSA-N')"
cephalexin,piperacillin,pseudomonas aeruginosa pao1,0.15,Antagonism,Bliss,29973719,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,pseudomonas aeruginosa,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'ZAIPMKNFIOOWCQ-UEKVPHQBSA-N')"
cephalexin,ciprofloxacin,pseudomonas aeruginosa pao1,0.18,Antagonism,Bliss,29973719,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,pseudomonas aeruginosa,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'ZAIPMKNFIOOWCQ-UEKVPHQBSA-N')"
cephalexin,cefsulodin,pseudomonas aeruginosa pao1,0.38,Antagonism,Bliss,29973719,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,SYLKGLMBLAAGSC-QLVMHMETSA-N,pseudomonas aeruginosa,"('SYLKGLMBLAAGSC-QLVMHMETSA-N', 'ZAIPMKNFIOOWCQ-UEKVPHQBSA-N')"
cephalexin,chloramphenicol,salmonella typhimurium 14028,-0.1,Synergy,Bliss,29973719,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,WIIZWVCIJKGZOK-RKDXNWHRSA-N,salmonella typhimurium,"('WIIZWVCIJKGZOK-RKDXNWHRSA-N', 'ZAIPMKNFIOOWCQ-UEKVPHQBSA-N')"
cephalexin,chloramphenicol,salmonella typhimurium lt2,-0.04,Additivity,Bliss,29973719,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,WIIZWVCIJKGZOK-RKDXNWHRSA-N,salmonella typhimurium,"('WIIZWVCIJKGZOK-RKDXNWHRSA-N', 'ZAIPMKNFIOOWCQ-UEKVPHQBSA-N')"
chloramphenicol,fusidic acid,escherichia coli bw25113,-0.16,Synergy,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,IECPWNUMDGFDKC-MZJAQBGESA-N,escherichia coli,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,rifampicin,escherichia coli bw25113,-0.35,Synergy,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,escherichia coli,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,fosfomycin,escherichia coli bw25113,0.1,Additivity,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,escherichia coli,"('WIIZWVCIJKGZOK-RKDXNWHRSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
chloramphenicol,meropenem,escherichia coli bw25113,0.14,Additivity,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,escherichia coli,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,colistin,escherichia coli bw25113,0.1,Additivity,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,escherichia coli,"('WIIZWVCIJKGZOK-RKDXNWHRSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
chloramphenicol,trimethoprim,escherichia coli bw25113,0.12,Additivity,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,escherichia coli,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,mecillinam,escherichia coli bw25113,0.13,Antagonism,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,escherichia coli,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,lmipenem,escherichia coli bw25113,0.14,Antagonism,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,escherichia coli,"('WIIZWVCIJKGZOK-RKDXNWHRSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
chloramphenicol,nitrofurantoin,escherichia coli bw25113,0.06,Additivity,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,escherichia coli,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,piperacillin,escherichia coli bw25113,-0.05,Additivity,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,escherichia coli,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,chlorhexidine,escherichia coli bw25113,-0.06,Additivity,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,escherichia coli,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,pyocyanin,escherichia coli bw25113,0.15,Antagonism,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,escherichia coli,"('WIIZWVCIJKGZOK-RKDXNWHRSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
chloramphenicol,fusidic acid,escherichia coli iai1,-0.33,Synergy,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,IECPWNUMDGFDKC-MZJAQBGESA-N,escherichia coli,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,rifampicin,escherichia coli iai1,0.11,Additivity,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,escherichia coli,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,mecillinam,escherichia coli iai1,0.24,Antagonism,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,escherichia coli,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,lmipenem,escherichia coli iai1,0.18,Antagonism,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,escherichia coli,"('WIIZWVCIJKGZOK-RKDXNWHRSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
chloramphenicol,fosfomycin,escherichia coli iai1,0.24,Antagonism,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,escherichia coli,"('WIIZWVCIJKGZOK-RKDXNWHRSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
chloramphenicol,meropenem,escherichia coli iai1,0.22,Antagonism,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,escherichia coli,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,colistin,escherichia coli iai1,0.29,Antagonism,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,escherichia coli,"('WIIZWVCIJKGZOK-RKDXNWHRSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
chloramphenicol,trimethoprim,escherichia coli iai1,0.15,Antagonism,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,escherichia coli,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,nitrofurantoin,escherichia coli iai1,-0.42,Synergy,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,escherichia coli,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,piperacillin,escherichia coli iai1,-0.26,Synergy,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,escherichia coli,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,pyocyanin,escherichia coli iai1,-0.13,Additivity,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,escherichia coli,"('WIIZWVCIJKGZOK-RKDXNWHRSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
chloramphenicol,chlorhexidine,escherichia coli iai1,0.13,Antagonism,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,escherichia coli,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,cefsulodin,pseudomonas aeruginosa pa14,0.04,Additivity,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,SYLKGLMBLAAGSC-QLVMHMETSA-N,pseudomonas aeruginosa,"('SYLKGLMBLAAGSC-QLVMHMETSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,tobramycin,pseudomonas aeruginosa pa14,0.41,Antagonism,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,pseudomonas aeruginosa,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,chlorhexidine,pseudomonas aeruginosa pa14,-0.17,Synergy,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,pseudomonas aeruginosa,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,penicillin g,pseudomonas aeruginosa pa14,0.02,Additivity,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,pseudomonas aeruginosa,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,ciprofloxacin,pseudomonas aeruginosa pa14,0.14,Antagonism,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,pseudomonas aeruginosa,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,nitrofurantoin,pseudomonas aeruginosa pa14,0.12,Antagonism,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,pseudomonas aeruginosa,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,piperacillin,pseudomonas aeruginosa pa14,0.1,Antagonism,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,pseudomonas aeruginosa,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,cefsulodin,pseudomonas aeruginosa pao1,0.46,Antagonism,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,SYLKGLMBLAAGSC-QLVMHMETSA-N,pseudomonas aeruginosa,"('SYLKGLMBLAAGSC-QLVMHMETSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,tobramycin,pseudomonas aeruginosa pao1,0.03,Additivity,Bliss,29973719,WIIZWVCIJKGZOK-RKDXNWHRSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,pseudomonas aeruginosa,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
